,id,id_order,product_quantity,sku,unit_price
14817,1154074,312720,2,SAN0158,5.49
14822,1154082,312726,1,LEX0026,21.99
14831,1154099,312733,1,SAN0134,64.99
14835,1154104,312737,1,XDO0010,19.99
14836,1154105,312737,1,MOX0018,4.99
14840,1154110,312741,1,APP0700,67.99
14843,1154115,312745,1,LGE0047,1259.99
14845,1154120,312748,1,PAC1561,52.99
14847,1154125,312751,1,APP0917,79.99
14856,1154142,312760,1,CRU0043-2,132.99
14859,1154146,312761,1,APP1687,49.99
14869,1154163,312770,1,APP0703,59.99
14871,1154165,312772,1,TOS0022,103.99
14883,1154183,312319,1,OWC0007,39.99
14901,1154209,312791,1,APP0484,58.99
14904,1154213,312794,1,PAC1197,2499.99
14905,1154215,312794,1,TRA0034,29.9
14916,1154230,312805,1,OWC0060,19.99
14918,1154241,312806,1,SAN0099,36.99
14932,1154261,312812,1,CRU0051,137.99
14933,1154262,312812,1,CRU0016-2,84.99
14937,1154269,312447,1,LEX0034,69.99
14942,1154282,312447,1,HTE0008,29.99
14943,1154283,312830,1,SAN0134,64.99
14945,1154288,312831,1,SAN0135,99.99
14957,1154314,312843,1,FCM0016-2,68.99
14960,1154322,312847,1,APP1195,1193.99
14964,1154330,312851,1,DLL0014-A,248.38
14965,1154331,312852,1,WAC0040,36.99
14969,1154340,312856,1,SEA0080-A,242.93
14987,1154375,312870,1,CRU0016-2,84.99
14988,1154376,312870,1,OWC0013,3.99
14994,1154387,312884,1,SAN0170,81.99
14995,1154389,312886,1,STA0041,85.49
14996,1154390,274166,1,OWC0179,170.99
14997,1154394,245595,2,PAC1561,52.99
14999,1154405,312870,1,CRU0051,137.99
15002,1154408,312892,1,ZAG0028,49.99
15004,1154410,312885,1,THU0020,69.99
15015,1154433,312902,1,APP1190,52.99
15020,1154458,312908,1,NTE0056,19.99
15023,1154463,312911,1,SEA0107,78.99
15024,1154464,312911,1,SEA0106,123.99
15026,1154467,312911,2,TRA0040,14.99
15031,1154476,312917,1,SAT0041,29.99
15032,1154477,312917,1,SAT0046,24.99
15033,1154478,312917,1,SAT0044,19.99
15045,1154497,312928,1,DLL0018,177.99
15056,1154512,312936,1,LIF0118,69.99
15059,1154519,312940,2,WAC0179,4.95
15064,1154527,312944,1,LGE0044,579.99
15075,1154548,312951,1,APP1735,469.0
15079,1154557,312954,1,DLK0069-A,8.31
15081,1154561,312957,4,STM0085,39.99
15082,1154562,312958,1,NTE0020,94.99
15090,1154572,312965,1,THU0013,79.99
15092,1154576,312966,1,WDT0134-A,82.35
15101,1154599,312974,1,SNN0035,349.99
15102,1154600,312975,1,TUC0253,20.65
15107,1154613,312974,2,CRU0053,265.99
15111,1154619,312983,1,APP1778,41.99
15112,1154627,312985,1,WAC0171,54.99
15113,1154630,312986,1,APP1876,3836.99
15120,1154655,312997,1,IFX0021,17.99
15123,1154660,312999,1,WDT0238,111.99
15130,1154674,313007,1,WAC0191,169.99
15136,1154683,313012,1,APP1043,56.05
15137,1154685,313012,1,APP1810,1579.99
15142,1154694,313018,1,QNA0203,259.99
15144,1154699,313020,1,GRT0448,16.52
15148,1154704,313018,2,WDT0140,91.99
15162,1154724,313027,1,MUV0184,10.99
15182,1154771,313040,1,PAC1490,380.99
15183,1154772,313041,1,GRT0425,18.05
15184,1154774,313040,2,OWC0046,74.99
15194,1154790,313046,1,PEB0009,82.99
15199,1154799,313015,1,ELG0028-A,34.19
15205,1154812,313056,1,APP1190,52.99
15207,1154816,313056,1,TRA0038,179.99
15219,1154834,313065,1,KEN0109,49.99
15222,1154839,313067,1,LEX0026,21.99
15231,1154853,313074,1,TWS0104,39.99
15244,1154873,313082,1,WDT0309,154.99
15254,1154889,313088,1,WDT0249,243.99
15255,1154890,313088,1,SYN0131,313.9
15258,1154893,313091,1,KIN0079,88.99
15259,1154897,313091,1,KIN0007,34.99
15274,1154921,313106,1,CRU0032,59.99
15282,1154940,313117,1,SPH0013,129.99
15285,1154946,313121,1,JBL0097,26.99
15303,1154985,313127,1,LEX0027,35.99
15305,1154987,313136,1,SEA0109,125.99
15307,1154990,313138,1,WAC0171,54.99
15311,1154994,313141,1,PAC1369,464.99
15312,1154997,313142,1,PAC1560,44.99
15322,1155014,313152,1,KIN0007,34.99
15327,1155020,313155,1,OWC0100,49.99
15343,1155044,313163,1,APP0271-A,49.06
15348,1155055,313074,1,XDO0035,36.99
15349,1155056,313168,1,APP0663,188.99
15350,1155058,313170,1,PAC1890,290.99
15358,1155073,313177,1,OWC0189,339.99
15365,1155086,313183,1,APP0703,59.99
15373,1155100,313192,1,STA0019,7.99
15374,1155101,313193,1,CRU0016-2,84.99
15377,1155107,313196,1,APP0702,59.99
15378,1155110,313197,1,GRT0406-A,19.58
15389,1155130,313206,1,SAN0099,36.99
15390,1155132,313207,1,APP0662,134.25
15392,1155134,313209,1,DLL0026,299.0
15396,1155145,313213,1,TOS0022,103.99
15403,1155157,305128,1,GRT0430,10.74
15404,1155158,305128,1,PUR0150,10.2
15405,1155159,305128,1,BEL0286,14.12
15408,1155162,313220,1,CRU0016-2,84.99
15411,1155167,313224,1,NTE0031,14.99
15414,1155176,313229,1,FCM0016-2,68.99
15417,1155182,313231,1,TUC0234,14.99
15418,1155184,313232,1,BEL0234,22.31
15419,1155186,313232,1,SAN0174,99.17
15428,1155200,313241,1,LGE0052,429.0
15430,1155204,313243,1,MUJ0024,39.99
15431,1155205,313243,1,APP1571,23.75
15432,1155206,313243,1,BEL0258,22.99
15433,1155209,313244,1,SHE0037,29.9
15444,1155232,313255,1,PAR0047,94.99
15448,1155243,313257,1,NTE0022,109.99
15453,1155250,313261,1,GRT0411,29.99
15465,1155267,313269,1,OWC0153,49.99
15469,1155272,313273,1,CRU0021,62.99
15471,1155274,313274,1,APP1501,898.99
15473,1155284,313274,1,APP1221,105.99
15477,1155297,313279,2,FCM0019,12.99
15480,1155302,313282,2,APP0985,16.99
15482,1155305,313284,1,APP1190,52.99
15483,1155306,313285,1,MOS0206,29.99
15495,1155329,313294,1,KIN0155,75.99
15503,1155364,313302,1,SAM0110-A,97.29
15505,1155371,313305,1,TPL0017,63.99
15517,1155389,313311,1,OTT0158,42.99
15519,1155394,313318,1,TWS0027,74.99
15523,1155399,313322,1,PAC0754,207.99
15536,1155418,313333,1,FCM0018,82.99
15537,1155420,313334,1,NTE0022-A,8.62
15545,1155434,313341,1,SAN0147,16.99
15547,1155436,313343,1,CRU0026-2,118.99
15553,1155447,313349,1,WAC0171,54.99
15561,1155468,313362,1,LGE0034,287.99
15564,1155474,313365,1,MOS0218,34.99
15567,1155484,313352,1,STA0055,16.14
15569,1155490,313370,1,SAN0098,29.99
15570,1155492,313371,1,SAT0036,29.99
15571,1155493,313372,1,OWC0035-2,82.99
15572,1155494,313373,1,BEL0265,12.99
15573,1155495,313374,1,STM0093,39.99
15580,1155511,313383,1,APP0702,59.99
15590,1155532,313391,1,BEL0176,49.99
15591,1155533,313392,1,PAC1380,331.99
15602,1155561,313401,1,APP1190,52.99
15604,1155565,313402,1,FCM0020-2,128.99
15606,1155571,313405,1,APP1190,52.99
15610,1155583,313410,1,SAN0099,36.99
15613,1155588,313412,1,APP1190,52.99
15614,1155600,313414,1,HGD0015,75.99
15615,1155611,313417,1,LEX0034,69.99
15616,1155612,313418,1,LGE0035,448.99
15619,1155615,313421,1,SAN0099,36.99
15621,1155617,313418,1,APP0023,59.0
15622,1155618,313422,1,BEL0300,39.99
15623,1155621,313423,1,APP1216,138.99
15626,1155637,313422,1,APP1685,9.0
15627,1155643,313426,1,APP1190,52.99
15629,1155646,313428,1,PAC1888,120.99
15638,1155658,313418,1,WAC0166,72.99
15642,1155670,313435,1,SAT0035,39.99
15643,1155671,313435,1,TWS0048,34.99
15654,1155693,313443,1,OWC0153-4,286.99
15656,1155695,313446,1,APP1190,52.99
15658,1155698,313448,1,APP0702,59.99
15663,1155711,313443,1,APP0410,35.0
15667,1155719,313455,1,JAB0039,59.99
15668,1155721,313456,1,MOS0154,29.99
15675,1155732,313461,1,DLK0116,19.99
15677,1155737,313463,1,SPE0185,22.99
15683,1155749,313469,1,IOT0022,20.99
15686,1155753,313472,1,LIF0114,64.99
15690,1155769,313477,1,KAN0052,8.99
15702,1155796,313488,1,BEL0300,39.99
15712,1155818,313497,3,NTE0074,14.99
15714,1155825,313497,1,APP0464,25.0
15717,1155832,313500,1,THU0025,69.99
15720,1155836,313502,1,CRU0022,42.99
15721,1155837,308660,1,BEZ0191,29.9
15722,1155838,313497,1,APP1210,171.99
15732,1155862,313469,1,WOE0010,12.99
15733,1155863,313510,2,OWC0036-2,82.99
15735,1155869,313469,1,BEL0288,16.99
15748,1155888,313523,1,WAC0171,54.99
15749,1155889,313469,1,SAN0135,99.99
15751,1155896,313524,1,PAC1380,331.99
15752,1155907,313526,1,PAC1440,284.99
15755,1155910,313526,1,KIN0117,21.99
15758,1155914,313526,1,APP0702,59.99
15760,1155916,313526,1,SAM0074,169.99
15761,1155917,313531,1,SAT0033,29.99
15763,1155920,313490,1,OWC0008,39.99
15766,1155925,313477,1,XDO0039,22.99
15771,1155936,313490,1,OTR0045,29.99
15778,1155943,313538,1,WDT0141,118.99
15787,1155963,313545,1,BOS0032,89.99
15792,1155973,313549,1,LIF0112,59.99
15793,1155974,313549,1,SAN0134,64.99
15800,1155983,313555,1,SEA0050-A,134.44
15803,1155986,313558,1,SPH0013,129.99
15812,1156000,313564,1,JBL0123,44.99
15815,1156008,313567,1,APP1107,59.99
15817,1156011,313569,1,KIN0131,65.99
15828,1156045,313577,1,KIN0161,54.99
15830,1156051,313581,1,CRU0026-2,118.99
15833,1156058,313584,2,APP0927,14.99
15835,1156060,313586,1,NTE0085,27.99
15841,1156069,313591,1,WDT0317,139.0
15851,1156088,313599,1,FCM0005-2,37.99
15855,1156096,313603,2,SEA0044,93.99
15856,1156097,313604,1,FCM0010,19.99
15857,1156105,313607,1,GTE0025,354.99
15858,1156106,313608,1,TWS0094,62.99
15862,1156114,313613,1,SAM0069,133.99
15866,1156118,310236,1,SAT0013,29.99
15868,1156121,310236,1,SAT0017,32.99
15870,1156124,313619,1,FCM0004-2,39.99
15871,1156126,313620,1,WAC0171,54.99
15872,1156127,313613,1,OWC0013,3.99
15874,1156130,313622,1,PAC1532,144.99
15884,1156149,313631,1,ZAG0028,49.99
15895,1156165,313640,1,TOS0022,103.99
15900,1156171,313640,1,PAC1398,25.99
15905,1156184,313648,1,GRT0310,12.99
15906,1156186,313647,1,MOS0220,39.99
15909,1156193,313650,1,THU0025,69.99
15910,1156194,313651,2,APP1190,52.99
15911,1156199,313652,1,APP1874,3152.99
15912,1156201,313644,1,LIF0033,59.99
15913,1156202,313653,1,SAN0099,36.99
15914,1156205,313654,1,SAN0099,36.99
15918,1156219,313656,1,SAN0134,64.99
15919,1156221,313657,1,LGE0035,448.99
15926,1156240,313664,2,SAN0098,29.99
15927,1156244,313665,1,APP1269,2172.99
15928,1156245,313666,1,LEX0026,21.99
15930,1156249,313669,1,WDT0357,104.99
15933,1156256,313672,1,TRA0035,179.99
15934,1156257,313673,1,NTE0026,39.99
15936,1156259,313675,1,LAC0212,136.99
15937,1156261,313672,1,THU0018,44.99
15943,1156270,313678,1,SPH0013,129.99
15944,1156271,313679,10,KIN0072,5.99
15946,1156277,313673,1,SEA0044,93.99
15948,1156280,313683,1,OTT0121,36.99
15950,1156284,313683,1,KAN0018,18.99
15952,1156289,313683,1,BEL0199,20.99
15954,1156292,313686,1,WDT0314-A,126.6
15961,1156310,313691,1,APP0927,14.99
15962,1156311,313691,1,BEL0263,19.99
15965,1156314,313694,1,MOS0218,34.99
15968,1156322,313696,1,KAN0013,15.99
15976,1156342,313703,1,WDT0175,95.99
15981,1156347,313705,1,PAC1498,236.99
15982,1156348,313706,1,OWC0153,49.99
15984,1156350,313706,1,NTE0013,19.99
15985,1156351,313708,1,ELG0039,46.99
15987,1156354,313705,1,PAC0771,210.99
15988,1156356,313705,1,PAC1504,25.99
15990,1156359,313705,1,IFX0150,12.9
15993,1156365,313712,1,LGE0045,134.0
15995,1156369,313713,1,SAT0039,59.99
16002,1156383,313718,1,SAT0015,12.99
16003,1156384,313719,1,PAC0519,208.99
16004,1156392,313718,1,APP0399,31.99
16010,1156410,313725,1,APP1214,83.99
16012,1156413,313727,1,PAC1371,358.99
16014,1156416,313728,1,IFX0056,26.99
16016,1156423,313728,1,APP0702,59.99
16019,1156426,313731,1,LMP0012,39.99
16021,1156429,313731,1,WDT0366,159.0
16022,1156432,313732,1,IFX0085,36.99
16024,1156436,313712,1,IFX0018,8.99
16026,1156441,313735,1,APP0927,14.99
16027,1156443,313736,1,LMP0007,39.99
16029,1156455,313739,1,TOS0022,103.99
16033,1156467,313744,1,OWC0122,129.99
16034,1156469,313744,1,OWC0035-2,82.99
16036,1156473,313372,1,LOG0203,29.99
16038,1156478,313747,1,NTE0012,32.9
16040,1156480,313744,1,MAC0122,24.99
16047,1156491,313753,1,KIN0078,51.99
16049,1156494,313755,1,BOS0043,264.46
16053,1156501,313758,1,TRA0044,72.99
16062,1156520,313761,2,APP1020,60.99
16069,1156532,313763,1,SAN0099,36.99
16071,1156539,313766,1,SAT0049,29.99
16072,1156541,313767,1,ADN0043,74.99
16073,1156543,313765,1,APP1273,2396.99
16076,1156553,313712,1,SEA0053,128.99
16080,1156561,313775,1,WAC0170-A,78.93
16081,1156566,313776,1,APP0702,59.99
16082,1156568,313777,1,OWC0024,25.99
16084,1156572,313777,1,CRU0052,199.0
16085,1156577,313777,1,BEL0234,26.99
16087,1156581,313779,1,APP0930,1473.99
16090,1156585,313779,1,APP1214,83.99
16091,1156586,313779,1,APP1215,111.99
16094,1156589,313783,1,WDT0206,199.99
16100,1156597,313789,1,OWC0105,54.99
16101,1156598,313789,1,LAC0212,136.99
16102,1156602,313791,1,OWC0100,49.99
16104,1156604,313793,1,OWC0181-2,78.99
16107,1156607,313793,1,APP0025,59.0
16110,1156614,313796,1,NEA0009,159.99
16116,1156625,313802,1,IHE0024,64.99
16120,1156634,313806,1,PAC0447,4705.99
16122,1156636,313808,1,APP0927,14.99
16125,1156639,313806,1,APP1214,83.99
16127,1156643,313806,1,APP0411,59.0
16130,1156649,313813,1,MAC0137,14.99
16136,1156659,313813,1,APP1215,111.99
16138,1156671,313818,1,LGE0044,579.99
16139,1156672,313819,2,SAN0147,16.99
16147,1156713,313806,2,DLL0035,289.99
16153,1156760,313833,1,APP0529,205.99
16157,1156765,313835,1,LIF0118,69.99
16159,1156771,313798,1,SYN0126,138.99
16162,1156777,313839,1,OWC0068-2,148.99
16164,1156781,313833,1,TPL0027,81.99
16165,1156782,313840,1,APP1107,59.99
16167,1156784,313842,1,FCM0013,61.99
16169,1156788,313833,3,OTR0075,9.99
16175,1156799,313846,1,NTE0013,19.99
16180,1156810,313074,1,XDO0039,22.99
16181,1156811,313850,2,PHI0076,32.99
16182,1156812,313850,2,PHI0062,24.9
16183,1156814,313806,2,STA0016,9.99
16186,1156821,313852,1,PAC1628,3984.99
16189,1156830,313855,1,SPE0137,36.99
16192,1156835,313858,1,IFX0048,5.99
16195,1156840,313860,1,UAG0045,19.99
16197,1156844,313713,1,LOG0178,42.99
16198,1156845,313861,1,MUV0042,8.99
16201,1156850,313285,1,TUC0285-A,16.29
16213,1156872,313872,1,NTE0103,94.99
16214,1156874,313874,1,CRU0052,199.0
16215,1156881,313875,1,APP1576,1351.99
16216,1156883,311736,1,WDT0311,673.99
16217,1156885,313873,1,WDT0134-A,82.35
16222,1156892,313875,1,OWC0184,749.99
16224,1156896,313878,1,SYN0139,174.99
16233,1156918,313885,1,LIF0118,69.99
16239,1156934,313891,1,WDT0218,103.99
16243,1156942,313896,1,IKM0040,99.99
16244,1156945,313891,1,SEA0038-A,84.05
16248,1156951,313896,1,SPH0016,179.99
16250,1156954,313901,1,WAC0171,54.99
16251,1156955,311599,1,SAT0033,29.99
16252,1156956,311599,1,SAT0042,59.99
16254,1156964,313903,1,WDT0366,159.0
16257,1156977,313907,3,CRU0032,59.99
16258,1156981,313908,1,BEZ0191,29.9
16259,1156983,313896,1,SPE0187,26.99
16260,1156985,313907,1,CRU0026-2,118.99
16262,1156995,313910,1,TPL0009,26.99
16266,1157002,313915,1,OWC0007,39.99
16272,1157010,313919,1,TRK0011,46.99
16274,1157014,313923,2,APP0700,67.99
16278,1157018,313923,1,APP0703,59.99
16281,1157029,313928,1,OWC0007,39.99
16283,1157031,313928,1,NTE0064,109.99
16285,1157035,313932,1,OWC0041,41.99
16286,1157036,313928,2,SAM0069,133.99
16287,1157037,313933,1,FCM0005-2,31.4
16288,1157040,313934,1,OWC0144,249.99
16289,1157043,313935,1,FCM0038-4,278.99
16291,1157047,313937,1,SAM0074,169.99
16292,1157048,313938,1,APP1210,171.99
16296,1157064,313943,1,SHE0044,4.99
16302,1157070,313947,1,PAC1889,163.99
16310,1157089,313954,1,JBL0107,86.99
16317,1157123,313961,1,OLL0023,115.69
16323,1157144,313874,1,WDT0331-A,140.97
16324,1157147,313967,1,OWC0183,469.99
16325,1157148,313968,1,STA0019,7.99
16329,1157165,313970,1,IFX0020,7.99
16331,1157169,313971,1,PAC0701,238.99
16339,1157180,313976,1,APP1818,2984.99
16341,1157182,313977,1,TUC0279,49.99
16346,1157191,313980,1,APP0985,16.99
16347,1157194,313980,1,APP0927,14.99
16352,1157201,313982,1,CRU0026-2,118.99
16355,1157208,313860,1,NOD0008,26.99
16356,1157211,313985,1,BEL0300,39.99
16358,1157217,313860,1,MOX0032,4.99
16360,1157228,313989,1,APP1190,52.99
16363,1157245,313991,4,TPL0038,7.99
16368,1157251,313994,1,APP1214,83.99
16373,1157260,313984,1,WDT0364,159.0
16378,1157277,314001,1,SPE0137,36.99
16386,1157299,310410,1,DLL0015,479.99
16387,1157300,314007,1,WAC0090,729.99
16391,1157311,314011,1,TRA0010,79.99
16392,1157312,314012,2,BEL0211,16.99
16393,1157320,314014,1,THU0025,69.99
16394,1157329,314016,1,DLL0035,289.99
16396,1157331,314018,1,SAM0074,169.99
16400,1157339,314020,1,PAC1594,2769.99
16401,1157342,314021,1,SAN0121,42.99
16406,1157365,314030,1,PAC1533,187.99
16410,1157371,314033,1,QNA0204,189.99
16417,1157382,314039,1,WAC0221,334.99
16418,1157383,314040,1,APP0663,188.99
16421,1157393,312603,1,STA0042,29.99
16423,1157397,314043,1,HGD0021,129.99
16424,1157399,314045,1,PHI0063,17.99
16427,1157403,314047,1,TOS0018,54.99
16428,1157404,314045,1,PHI0077,30.99
16429,1157405,314048,1,APP1527,72.99
16430,1157409,314049,1,APP0665,67.99
16434,1157422,313937,1,NTE0013,19.99
16437,1157428,313937,1,OWC0100,49.99
16443,1157446,314061,1,THU0025,69.99
16446,1157450,314064,1,MOS0125,14.99
16447,1157453,314065,1,NTE0026,39.99
16448,1157455,314066,1,KAN0055,54.99
16453,1157465,314069,1,APP1717-A,440.57
16455,1157469,306204,1,LEX0020,8.99
16456,1157470,306204,1,SAN0134,64.99
16481,1157526,314095,1,APP0702,59.99
16482,1157528,314096,1,APP0933,1248.99
16492,1157543,314105,1,LGE0044,579.99
16494,1157545,314107,1,LAC0212,136.99
16499,1157560,314113,1,APP1849,2430.99
16503,1157566,314116,1,GRT0429,12.99
16504,1157567,314116,1,MOX0015,7.99
16505,1157574,314117,2,WDT0141,118.99
16508,1157579,314120,1,APP1867,2316.99
16509,1157580,314121,1,APP1512,1269.0
16528,1157609,314138,1,APP1925,3152.99
16533,1157615,314143,1,PAC0930,2506.99
16538,1157622,314148,1,GRT0426,19.99
16539,1157626,314149,1,OWC0181-2,78.99
16540,1157627,314149,1,CRU0016-2,84.99
16544,1157632,314152,2,APP0927,14.99
16545,1157634,314153,1,CRU0022,42.99
16547,1157643,314155,1,UAG0045,19.99
16550,1157647,314158,1,APP1860,2430.99
16551,1157648,314158,2,PAC0962,2399.99
16552,1157650,314159,1,FCM0004-2,39.99
16553,1157651,314160,1,WAC0040,36.99
16560,1157665,314167,1,APP0909,622.99
16565,1157673,314170,1,SAN0169,67.99
16573,1157690,314176,1,SHE0039,29.99
16576,1157695,314179,1,PAC0935,2676.99
16581,1157705,314184,1,QNA0149,371.99
16582,1157706,314184,1,SEA0109,125.99
16584,1157714,314186,1,APP1107,59.99
16585,1157715,314187,1,IFX0016,14.99
16586,1157717,314188,1,IOT0023,12.99
16587,1157718,314189,1,LOG0107,18.99
16589,1157721,314188,1,BEL0214,15.99
16600,1157740,314199,1,CRU0038-4,566.99
16612,1157760,314211,1,APP1685,9.0
16613,1157763,314213,1,APP1685,9.0
16614,1157764,314211,1,JBL0119,124.99
16615,1157766,314211,1,OTT0162,19.99
16618,1157774,314218,1,OWC0190,76.99
16622,1157787,313212,1,PAC0776,132.99
16623,1157789,313212,1,OWC0181-2,78.99
16628,1157796,314226,1,PAC0561,287.99
16632,1157811,314228,1,OWC0133,1010.99
16634,1157825,314224,1,PAC1581,2225.99
16637,1157834,314233,1,KEN0243,246.99
16640,1157839,314236,1,OWC0183,469.99
16643,1157843,314132,1,SAT0028,44.99
16645,1157850,314241,1,DLK0109,59.99
16646,1157853,314241,1,KIN0122,15.99
16647,1157854,314242,1,APP1690,49.99
16648,1157856,314238,1,PAC1398,25.99
16659,1157878,314252,1,PAC1912,82.99
16660,1157879,314253,1,APP0703,59.99
16661,1157880,314252,1,TOS0018,54.99
16662,1157882,314252,1,OTT0144,29.99
16663,1157883,314254,1,JBL0121,74.37
16664,1157884,314255,1,PEB0015,125.99
16678,1157912,314268,1,FCM0004-2,39.99
16681,1157917,314271,1,THU0025,69.99
16693,1157943,314284,1,TRK0009,29.99
16697,1157952,314287,1,APP1505,1006.99
16698,1157953,314287,1,APP1527,72.99
16699,1157954,314287,1,APP1628,163.99
16709,1157969,314294,1,GRT0429,12.99
16711,1157975,314296,1,IFX0021,17.99
16714,1157981,266727,1,PHI0069,32.99
16723,1157997,314303,1,PAC1240,1569.0
16725,1157999,314305,1,CRU0026-2,118.99
16733,1158013,314310,1,TPL0036,39.99
16734,1158014,314312,1,APP1814,2088.99
16737,1158020,314272,1,PAC1424,1203.99
16744,1158029,314319,1,OWC0110,49.99
16759,1158063,314330,1,IFX0021,17.99
16763,1158073,314331,3,LGE0039,228.99
16767,1158081,314335,1,LGE0032,1058.0
16779,1158107,314348,1,PAC1240,1569.0
16788,1158130,314355,1,APP1190,52.99
16789,1158131,314356,1,OWC0068-2,148.99
16795,1158155,314363,1,TRK0011,46.99
16796,1158156,314364,1,OWC0074,74.99
16799,1158163,314367,1,OWC0183,469.99
16802,1158179,314371,1,OWC0053,22.99
16805,1158197,314375,1,TRA0020,169.99
16811,1158209,314381,1,FCM0018,74.69
16813,1158212,314383,1,FCM0011,17.09
16815,1158223,314386,1,LGE0041,246.99
16816,1158224,314387,1,WDT0213,267.99
16817,1158225,314388,1,WAC0135,383.99
16818,1158226,314384,1,CRU0026-2,107.09
16825,1158249,314395,1,SAN0134,49.58
16832,1158269,314400,1,BEL0234,26.99
16835,1158279,314388,1,NTE0034,16.99
16844,1158293,314409,1,PAC1324,726.99
16845,1158294,314410,1,APP1009,2593.99
16846,1158295,314411,1,PIE0009,12.99
16847,1158296,314412,1,UAG0045,19.99
16853,1158313,314384,1,PAC0622,233.99
16855,1158317,314362,1,XDO0041,22.99
16857,1158320,314362,1,BEL0265,12.99
16877,1158356,314436,1,LGE0032,1058.0
16887,1158381,314448,1,FCM0003-2,63.89
16893,1158398,314455,1,APP0917,79.99
16898,1158405,314459,1,KIN0162,83.99
16900,1158408,314459,1,CRU0016-2,76.49
16915,1158432,314463,1,PAC0622,233.99
16921,1158449,314479,1,CRU0016-2,76.49
16924,1158454,314482,1,HTE0011,64.99
16951,1158490,314505,3,DLL0020,279.0
16953,1158492,314505,3,BEL0234,26.99
16954,1158493,314505,3,APP0023,59.0
16955,1158495,314505,3,APP1214,83.99
16957,1158497,314505,1,APP1657,989.0
16960,1158502,314505,2,PAC1181,1769.0
16965,1158508,313606,1,SPE0184,21.99
16966,1158509,313606,1,SPE0183,21.99
16969,1158512,314505,1,APP1675,35.0
16970,1158513,314505,1,LOG0178,42.99
16974,1158519,314517,1,WAC0170-A,78.93
16984,1158531,314526,1,STA0016,9.99
16985,1158532,314527,1,PAC1575,2000.99
16988,1158537,314529,2,SAM0110-A,97.29
16992,1158542,314533,1,SAN0098,29.99
17006,1158577,314548,1,CRU0026-2,107.09
17012,1158584,314552,1,CRU0051,144.99
17013,1158585,314552,1,FCM0013-2,26.59
17017,1158589,314556,1,THU0013,79.99
17022,1158602,314560,1,BOS0015,249.99
17044,1158637,314580,1,APP1814,2088.99
17046,1158640,314582,3,NTE0013,19.99
17059,1158658,314592,1,FCM0020-2,116.09
17061,1158662,314593,2,CRU0017-2,79.19
17063,1158670,314594,1,FCM0013-2,23.39
17072,1158684,314602,1,BEA0061,249.99
17073,1158685,314603,1,CRU0032,53.99
17075,1158703,314606,1,PAC1561,52.99
17076,1158704,312629,1,CRU0043-2,119.69
17083,1158713,314609,1,WDT0218,103.99
17088,1158719,312629,1,SAT0010,16.99
17093,1158730,314614,1,CRU0026-2,107.09
17094,1158732,314615,1,BEL0286,17.99
17096,1158735,314617,1,SAT0010,16.99
17099,1158739,314617,1,TWS0049,29.99
17108,1158752,314625,1,LGE0035,448.99
17109,1158754,314617,1,APP1216,138.99
17114,1158763,311181,1,IFX0020,7.99
17115,1158764,314631,1,APP1948,2358.99
17119,1158780,314634,1,XDO0039,22.99
17120,1158781,314635,1,WDT0309,154.99
17122,1158784,314634,1,BEL0265,12.99
17128,1158791,314639,1,CRU0051,149.99
17129,1158794,314641,1,APP1190,52.99
17133,1158804,314648,1,APP1190,52.99
17137,1158813,314653,1,WDT0317,149.0
17140,1158818,314656,1,CRU0026-2,107.09
17142,1158832,314659,1,HTE0008,29.99
17144,1158835,314659,1,HTE0009,29.99
17147,1158839,314659,1,ADN0046,32.99
17172,1158878,314682,1,NTE0077,19.99
17174,1158881,314685,1,APP1585,1370.99
17177,1158884,314687,1,APP1694,52.99
17178,1158887,314688,2,CRU0022,38.69
17182,1158901,314693,1,TPL0019,32.99
17185,1158904,314696,1,TUC0253,24.99
17192,1158920,314625,1,MOS0162,32.99
17193,1158921,314701,1,FCM0016-2,62.09
17195,1158925,314703,1,TRK0011,46.99
17198,1158932,314705,1,SPE0137,36.99
17210,1158956,314717,1,TRA0026,159.99
17211,1158958,314718,1,OWC0153-2,128.69
17220,1158974,314723,1,APP1195,1193.99
17221,1158975,314724,1,NTE0062,109.0
17223,1158982,314726,1,OWC0036-2,74.69
17224,1158983,314726,1,SAM0074,169.99
17237,1159011,314737,1,CRU0043-4,240.29
17243,1159023,314743,1,PAC0622,233.99
17245,1159025,314744,1,LEX0034,69.99
17247,1159029,314698,1,FCM0015-2,53.09
17269,1159081,314766,1,OWC0181-2,71.09
17273,1159089,314415,2,OTT0142,24.99
17275,1159092,314766,1,OWC0024,25.99
17277,1159097,314774,1,OWC0063,17.99
17280,1159105,314778,1,CRU0043-4,240.29
17281,1159109,314775,2,FCM0019,11.69
17285,1159114,314782,1,CRU0026-2,107.09
17287,1159116,314766,1,KIN0162,83.99
17291,1159124,314785,1,KIN0162,83.99
17292,1159125,314786,1,SAN0134,59.99
17293,1159126,314785,1,CRU0026-2,107.09
17294,1159128,314415,1,KEN0166,19.99
17298,1159133,314790,2,KIN0157,36.89
17300,1159139,314790,1,CRU0016-2,76.49
17301,1159141,314701,1,FCM0003-2,63.89
17303,1159145,314792,1,DRO0017,519.99
17307,1159158,314795,1,OWC0068-2,134.09
17308,1159159,314753,2,KIN0155,74.69
17311,1159162,314415,1,PLA0023,99.99
17313,1159167,314798,1,APP0927,14.99
17321,1159192,314806,1,FCM0013-2,23.39
