,order_id,created_date,total_paid
6397,323133,2017-02-12 22:35:36,124.78
6398,323134,2017-02-12 22:34:04,46.98
6400,323161,2017-02-14 23:25:05,272.15
6401,323162,2017-02-12 22:53:20,207.27
6402,323173,2017-02-18 10:21:39,21.98
6403,323174,2017-02-22 14:21:49,209.97
6404,323182,2017-02-12 23:15:20,296.38
6405,323189,2017-02-12 23:22:36,27.48
6406,323199,2017-02-12 23:36:44,327.99
6407,323201,2017-02-14 12:28:50,416.08
6408,323204,2017-02-12 23:53:24,66.99
6409,323205,2017-02-12 23:49:56,301.97
6411,323208,2017-02-12 23:54:25,68.99
6412,323209,2017-02-12 23:51:54,61.74
6413,323211,2017-02-12 23:55:57,280.48
6414,323215,2017-02-12 23:53:55,322.99
6415,323216,2017-02-12 23:56:50,451.23
6416,323233,2017-02-13 00:20:05,19.99
6417,323234,2017-02-13 00:35:24,40.97
6418,323236,2017-02-13 00:20:06,22.99
6419,323251,2017-02-13 00:55:32,630.78
6420,323267,2017-02-13 01:41:24,221.97
6421,323274,2017-02-13 16:03:14,18.98
6422,323281,2017-02-13 04:41:05,77.22
6423,323284,2017-02-14 15:21:04,469.96
6424,323285,2017-02-13 05:24:49,295.63
6425,323291,2017-02-13 17:30:54,99.98
6427,323311,2017-02-13 08:12:44,18.98
6428,323313,2017-02-13 09:01:36,379.04
6430,323317,2017-02-13 08:32:51,22.98
6431,323318,2017-02-13 08:24:20,315.39
6432,323321,2017-02-13 08:41:19,61.95
6434,323334,2017-02-13 09:00:06,57.98
6435,323335,2017-02-13 13:04:16,208.99
6436,323336,2017-02-13 09:03:19,3008.99
6437,323337,2017-02-13 09:00:52,94.99
6438,323343,2017-02-13 09:10:19,109.45
6439,323345,2017-02-13 09:17:15,105.78
6440,323348,2017-02-13 09:20:41,111.48
6442,323353,2017-02-13 09:22:02,114.33
6443,323354,2017-10-12 19:42:47,60.99
6444,323361,2017-02-13 10:25:24,247.35
6445,323364,2017-02-13 09:49:30,3544.99
6446,323365,2017-02-13 09:46:57,76.33
6447,323372,2017-02-13 10:32:00,1190.3
6448,323375,2017-02-13 11:18:30,204.98
6449,323377,2017-02-13 11:07:05,833.97
6450,323387,2017-02-13 12:54:35,155.03
6451,323391,2017-02-13 10:25:28,409.84
6452,323395,2017-02-13 12:28:30,719.13
6453,323402,2017-02-13 10:49:42,715.96
6454,323413,2017-02-13 10:47:45,679.0
6455,323417,2017-02-13 10:55:13,9.49
6456,323423,2017-02-20 11:37:17,16.98
6457,323426,2017-02-13 11:03:52,556.68
6458,323429,2017-02-13 11:15:22,21.98
6459,323430,2017-02-13 11:12:11,36.97
6460,323432,2017-02-13 11:22:52,301.37
6461,323435,2017-02-13 11:42:43,617.47
6462,323436,2017-02-13 12:14:06,55.33
6463,323439,2017-02-13 11:15:42,34.98
6464,323443,2017-02-13 18:01:35,365.99
6465,323445,2017-07-24 16:44:12,404.97
6466,323447,2017-02-13 11:44:01,174.98
6467,323448,2017-02-13 11:44:32,46.95
6471,323463,2017-02-13 13:43:55,115.94
6472,323467,2017-02-13 12:05:10,1194.39
6473,323468,2017-02-13 11:49:49,54.97
6475,323471,2017-02-13 11:48:55,69.99
6476,323475,2017-02-13 11:56:52,247.33
6478,323477,2017-02-13 11:54:59,112.98
6479,323478,2017-02-13 11:57:55,81.08
6480,323490,2017-02-13 12:23:48,111.33
6481,323495,2017-02-13 12:30:28,234.89
6483,323502,2017-02-13 12:53:29,52.48
6484,323503,2017-02-13 12:53:28,91.65
6485,323506,2017-02-13 12:43:57,12.98
6486,323508,2017-02-13 12:52:40,154.98
6487,323509,2017-02-13 16:05:32,92.48
6488,323514,2017-02-13 13:35:22,309.06
6489,323516,2017-02-13 12:56:25,67.77
6490,323517,2017-02-13 13:13:24,34.98
6491,323520,2017-02-13 13:21:54,156.97
6493,323529,2017-02-13 13:17:34,44.98
6495,323534,2017-02-13 13:20:38,52.48
6496,323538,2017-02-13 13:30:09,17.98
6497,323539,2017-02-13 13:26:35,176.27
6498,323540,2017-02-13 15:56:33,27.97
6499,323543,2017-02-13 17:11:02,232.97
6500,323544,2017-02-13 13:39:06,46.87
6501,323551,2017-02-13 13:54:30,43.98
6502,323553,2017-02-13 17:46:50,102.78
6503,323555,2017-02-13 14:03:22,156.98
6504,323558,2017-02-13 14:24:01,90.93
6505,323563,2017-02-13 14:20:06,100.97
6506,323566,2017-02-13 14:29:51,194.93
6507,323568,2017-02-13 14:37:59,74.98
6508,323572,2017-02-13 15:08:53,95.98
6510,323574,2017-02-13 14:48:36,93.99
6512,323589,2017-02-13 15:20:40,129.53
6514,323600,2017-02-13 15:37:42,54.48
6515,323601,2017-02-13 15:38:42,24.98
6516,323604,2017-02-13 17:21:53,59.98
6517,323606,2017-02-13 15:47:07,184.28
6518,323607,2017-02-13 15:45:40,49.98
6519,323612,2017-02-13 17:42:14,65.96
6520,323615,2017-02-13 16:01:06,544.32
6521,323627,2017-02-13 16:16:35,244.37
6522,323628,2017-02-13 16:15:01,41.98
6523,323631,2017-02-13 16:23:03,29.48
6524,323633,2017-02-13 16:27:10,179.53
6525,323635,2017-02-13 16:30:54,108.97
6526,323641,2017-02-13 16:47:27,129.52
6527,323646,2017-02-13 16:47:24,146.54
6528,323650,2017-02-13 16:55:41,96.96
6529,323652,2017-02-13 17:36:59,77.97
6530,323657,2017-02-13 17:19:12,1190.34
6531,323660,2017-02-13 17:16:11,111.48
6532,323661,2017-02-14 23:49:54,156.98
6533,323667,2017-02-13 17:25:01,36.98
6535,323671,2017-02-13 17:41:51,96.98
6536,323673,2017-02-15 21:16:18,471.97
6537,323681,2017-02-13 17:53:25,296.63
6538,323696,2017-02-13 18:16:14,348.83
6539,323697,2017-02-13 19:08:30,262.98
6540,323698,2017-02-13 18:21:11,58.28
6541,323699,2017-02-13 18:24:00,33.98
6542,323701,2017-02-13 18:18:55,148.19
6543,323708,2017-02-13 18:50:10,633.52
6544,323711,2017-02-13 18:43:06,146.97
6545,323716,2017-02-13 20:07:19,26.83
6546,323720,2017-02-13 19:09:59,647.88
6547,323722,2017-02-13 19:14:01,161.83
6548,323731,2017-02-14 10:29:57,102.92
6549,323738,2017-02-13 19:25:15,24.98
6550,323739,2017-02-13 19:30:29,94.99
6552,323747,2017-02-13 19:46:28,27.48
6553,323752,2017-02-13 20:04:52,471.18
6554,323754,2017-02-13 19:54:47,194.98
6555,323755,2017-02-13 20:03:12,24.98
6557,323763,2017-02-13 20:12:27,193.98
6559,323765,2017-02-13 21:02:58,335.53
6560,323771,2017-02-13 20:20:20,9.89
6561,323774,2017-02-13 20:40:47,153.18
6562,323777,2017-02-13 20:36:42,42.98
6563,323779,2017-02-13 21:00:22,76.98
6564,323780,2017-02-13 21:47:03,376.61
6565,323787,2017-02-13 21:19:51,74.98
6566,323793,2017-02-13 21:49:00,148.19
6567,323795,2017-02-13 21:50:16,21.98
6568,323799,2017-02-13 22:18:02,370.82
6569,323801,2017-02-13 22:25:08,306.82
6570,323804,2017-02-13 22:17:14,137.98
6571,323809,2017-02-13 22:50:10,133.33
6572,323813,2017-02-13 22:57:37,213.6
6573,323815,2017-02-13 23:23:30,367.86
6575,323827,2017-02-18 23:03:02,100.97
6577,323830,2017-02-13 23:13:34,651.99
6578,323840,2017-02-13 23:43:36,111.33
6580,323873,2017-02-14 00:35:01,49.73
6581,323880,2017-02-14 01:42:53,192.83
6582,323881,2017-02-14 13:04:49,29.98
6583,323883,2017-02-14 01:28:40,27.64
6584,323889,2017-02-14 02:15:09,119.98
6585,323893,2017-02-14 13:56:02,61.74
6586,323895,2017-02-14 03:00:50,162.76
6587,323899,2017-02-14 03:48:43,73.98
6588,323902,2017-02-14 04:48:42,61.98
6590,323913,2017-02-14 07:56:15,95.7
6591,323918,2017-02-14 08:40:24,53.98
6592,323919,2017-02-15 00:13:18,165.97
6593,323921,2017-02-14 08:39:47,454.99
6595,323925,2017-02-14 08:58:44,78.73
6596,323929,2017-02-14 09:05:13,74.98
6597,323930,2017-02-14 09:07:36,141.78
6598,323932,2017-02-14 09:33:07,337.47
6602,323945,2017-02-14 09:54:49,162.68
6603,323955,2017-02-17 12:11:44,30.98
6604,323956,2017-02-14 10:26:21,95.7
6605,323961,2017-02-14 10:32:24,56.23
6606,323962,2017-02-14 10:35:18,152.23
6607,323972,2017-02-14 13:21:10,955.68
6608,323973,2017-02-14 11:06:24,89.99
6609,323976,2017-02-14 11:12:30,412.29
6610,323980,2017-02-14 11:53:53,260.62
6612,323987,2017-02-14 11:24:50,2388.99
6613,323988,2017-02-14 11:30:59,250.98
6614,323991,2017-02-14 11:37:40,69.98
6615,323994,2017-02-14 11:44:13,31.98
6616,323997,2017-02-14 11:48:31,190.97
6618,324001,2017-02-14 12:16:49,1322.35
6619,324002,2017-02-14 11:57:25,40.98
6620,324005,2017-02-15 09:51:26,33.48
6621,324006,2017-02-14 12:07:13,60.98
6622,324007,2017-02-14 12:32:06,103.31
6624,324011,2017-02-14 12:19:26,38.98
6625,324012,2017-02-14 12:20:05,69.98
6627,324017,2017-02-14 12:31:40,59.98
6628,324019,2017-02-14 12:44:22,171.97
6629,324020,2017-02-14 15:09:41,2088.99
6630,324023,2017-02-14 12:48:07,369.99
6631,324025,2017-02-16 17:26:19,17.97
6632,324027,2017-02-14 13:28:45,2796.89
6633,324036,2017-02-14 13:10:12,105.78
6634,324041,2017-02-14 13:27:22,1337.47
6636,324046,2017-02-14 13:26:30,380.94
6637,324053,2017-02-14 13:25:43,499.69
6638,324055,2017-02-14 13:20:25,24.98
6639,324058,2017-02-14 17:36:54,175.98
6640,324060,2017-02-14 13:31:21,80.97
6641,324065,2017-02-15 10:24:55,59.98
6642,324067,2017-02-14 13:39:09,3739.88
6645,324071,2017-02-14 13:45:01,26.98
6646,324072,2017-02-14 13:41:53,53.38
6647,324073,2017-02-14 13:53:57,21.98
6648,324077,2017-02-14 14:25:09,676.01
6649,324080,2017-02-14 14:00:59,24.98
6650,324087,2017-02-14 14:16:17,104.48
6651,324093,2017-02-14 14:31:26,60.87
6653,324117,2017-02-14 17:04:18,24.98
6654,324123,2017-02-14 15:33:38,98.98
6655,324124,2017-02-14 15:31:11,513.94
6656,324125,2017-02-14 15:37:55,29.98
6657,324129,2017-02-14 15:41:29,106.98
6658,324131,2017-02-14 18:01:07,609.99
6659,324133,2017-02-14 16:06:26,248.98
6660,324150,2017-02-14 17:03:40,1898.97
6661,324157,2017-02-14 16:27:48,49.98
6663,324165,2017-02-14 17:05:51,94.97
6664,324167,2017-02-14 17:11:35,41.98
6665,324172,2017-02-14 17:14:14,158.99
6666,324175,2017-02-14 17:17:32,36.31
6667,324177,2017-02-15 10:44:17,2037.0
6668,324178,2017-02-14 17:24:46,34.48
6669,324182,2017-02-15 00:16:34,21.98
6670,324183,2017-02-14 17:31:47,34.98
6671,324187,2017-02-14 17:35:05,76.98
6672,324188,2017-02-14 17:47:33,438.01
6673,324190,2017-02-14 19:12:32,446.44
6674,324191,2017-02-14 17:58:38,83.78
6676,324198,2017-02-14 18:07:38,295.74
6677,324203,2017-02-14 21:55:41,664.98
6678,324204,2017-02-14 18:16:41,182.38
6679,324205,2017-02-14 18:23:10,291.98
6680,324209,2017-02-14 18:18:08,471.18
6681,324211,2017-02-14 18:21:44,27.98
6682,324214,2017-02-14 18:27:47,79.98
6683,324215,2017-02-14 18:40:15,196.98
6684,324216,2017-02-21 13:24:21,107.98
6685,324219,2017-02-14 19:49:16,167.27
6687,324222,2017-02-14 18:51:08,27.48
6688,324226,2017-02-14 19:05:56,154.13
6689,324227,2017-02-21 18:04:51,149.98
6690,324229,2017-02-14 18:58:34,1036.43
6691,324231,2017-02-14 19:06:09,37.98
6692,324235,2017-02-14 19:27:15,169.82
6693,324237,2017-02-14 19:18:45,76.98
6695,324241,2017-02-14 19:33:11,32.98
6696,324245,2017-02-14 19:33:27,16.5
6698,324249,2017-02-14 19:53:59,22.98
6699,324258,2017-02-14 19:56:06,15.43
6700,324270,2017-02-14 20:19:15,26.48
6701,324279,2017-02-14 20:48:47,103.92
6702,324289,2017-02-14 21:31:10,22.98
6703,324290,2017-02-14 21:30:51,41.98
6704,324295,2017-02-15 09:56:13,12.98
6705,324296,2017-02-14 23:11:52,238.78
6706,324297,2017-02-14 22:29:52,422.63
6708,324303,2017-02-14 22:20:45,38.97
6711,324314,2017-02-14 22:52:40,76.98
6713,324325,2017-02-14 23:23:27,34.89
6714,324330,2017-02-14 23:37:31,153.18
6715,324332,2017-02-14 23:35:56,474.63
6716,324339,2017-02-16 17:59:58,43.98
6717,324342,2017-02-14 23:58:49,96.28
6719,324345,2017-02-15 00:02:13,19.98
6720,324350,2017-02-15 00:13:04,71.97
6722,324363,2017-02-15 01:30:43,232.96
6723,324373,2017-02-15 01:42:07,191.98
6724,324388,2017-02-15 08:07:19,31.98
6726,324400,2017-02-17 12:05:36,39.95
6727,324404,2017-02-15 08:48:55,112.97
6728,324408,2017-02-15 09:02:03,76.98
6729,324409,2017-02-15 09:00:40,44.98
6730,324414,2017-02-15 09:22:36,56.98
6731,324415,2017-02-15 09:23:26,550.13
6732,324426,2017-02-15 13:32:41,73.98
6733,324428,2017-02-15 10:03:54,1009.0
6734,324429,2017-02-15 10:00:10,425.99
6735,324430,2017-02-15 10:11:07,15.98
6736,324434,2017-02-15 10:03:52,16.98
6737,324437,2017-02-15 10:04:12,178.97
6738,324438,2017-02-16 11:25:46,382.95
6739,324442,2017-02-15 10:22:39,24.98
6740,324443,2017-02-15 10:20:45,146.97
6741,324445,2017-02-15 20:02:30,159.98
6742,324446,2017-02-15 10:31:02,84.98
6743,324449,2017-02-15 10:38:17,512.99
6744,324454,2017-02-15 10:37:50,27.98
6745,324455,2017-02-15 10:51:14,54.98
6747,324463,2017-02-15 11:21:26,81.95
6748,324466,2017-02-15 11:18:06,22.98
6749,324468,2017-02-15 11:10:22,110.38
6750,324469,2017-02-15 11:05:32,94.98
6751,324471,2017-02-15 11:11:19,158.99
6752,324480,2017-02-15 11:25:46,185.98
6753,324484,2017-02-15 11:51:45,106.97
6754,324488,2017-02-15 11:42:13,94.97
6755,324489,2017-02-15 11:40:17,36.98
6756,324498,2017-02-15 11:50:30,216.95
6757,324499,2017-02-15 11:57:43,157.99
6758,324504,2017-02-15 12:00:53,689.99
6760,324522,2017-02-15 12:26:29,39.98
6761,324525,2017-02-15 12:32:47,25.98
6762,324527,2017-02-15 12:49:32,177.44
6763,324536,2017-02-15 12:48:09,204.98
6764,324538,2017-02-15 13:12:06,2168.97
6765,324539,2017-02-15 12:58:01,424.96
6766,324541,2017-02-20 11:26:37,89.63
6767,324546,2017-02-15 12:56:58,82.98
6768,324548,2017-02-15 13:49:21,14.98
6769,324551,2017-02-15 13:00:24,56.98
6771,324561,2017-02-15 13:26:08,137.98
6772,324568,2017-02-15 13:43:09,59.98
6773,324572,2017-02-15 13:52:06,64.99
6774,324573,2017-02-15 13:46:25,346.98
6775,324574,2017-02-15 13:52:34,20.48
6776,324575,2017-02-15 13:47:24,160.98
6777,324581,2017-02-15 14:13:22,34.98
6778,324585,2017-02-17 17:46:43,180.97
6779,324587,2017-02-21 12:30:24,184.98
6780,324589,2017-02-15 14:33:40,21.98
6782,324596,2017-02-15 14:46:37,94.87
6783,324601,2017-02-15 15:09:01,272.96
6784,324603,2017-02-15 15:55:47,21.86
6785,324604,2017-02-15 15:04:14,154.98
6786,324610,2017-02-15 15:24:05,51.98
6787,324614,2017-02-15 15:42:31,100.98
6788,324615,2017-02-15 15:45:20,644.98
6789,324620,2017-02-15 16:04:13,27.97
6790,324621,2017-02-15 16:11:32,30.98
6791,324625,2017-02-15 16:10:09,48.97
6792,324627,2017-02-15 16:12:17,70.97
6793,324629,2017-02-15 16:10:47,100.98
6794,324631,2017-02-15 16:29:40,16.98
6795,324641,2017-02-15 16:15:46,24.98
6796,324651,2017-02-15 16:33:22,36.98
6798,324661,2017-02-15 16:37:46,92.83
6799,324662,2017-02-15 16:28:49,20.98
6800,324663,2017-02-15 16:46:42,79.91
6801,324666,2017-02-15 17:04:55,108.86
6802,324672,2017-02-15 17:03:55,41.42
6804,324679,2017-02-17 10:10:00,705.99
6806,324681,2017-02-15 16:53:08,177.98
6807,324689,2017-02-15 16:57:59,443.99
6808,324699,2017-02-15 20:09:46,67.97
6809,324700,2017-02-15 17:06:36,81.89
6810,324710,2017-02-15 17:05:55,35.98
6811,324713,2017-02-15 17:05:04,90.91
6812,324714,2017-02-15 17:19:54,110.97
6813,324719,2017-02-15 17:17:43,59.97
6814,324724,2017-02-15 17:13:50,23.98
6815,324725,2017-02-15 17:13:09,40.67
6816,324728,2017-02-15 17:17:11,452.25
6817,324733,2017-02-15 17:23:44,40.67
6818,324737,2017-02-15 17:37:04,69.98
6819,324740,2017-02-15 18:34:59,54.87
6820,324745,2017-02-15 18:41:14,27.38
6821,324749,2017-02-15 17:43:19,147.97
6822,324751,2017-02-15 17:39:18,27.38
6823,324758,2017-02-15 17:40:33,17.58
6824,324765,2017-02-15 17:45:22,32.98
6825,324768,2017-02-15 17:47:51,80.74
6826,324771,2017-02-15 17:57:02,469.99
6827,324776,2017-02-15 18:43:00,186.98
6828,324779,2018-03-02 15:08:16,1874.99
6829,324780,2017-02-15 18:57:38,256.97
6830,324790,2017-02-15 18:11:26,38.98
6831,324791,2017-02-15 18:21:53,176.97
6832,324794,2017-02-15 19:44:22,67.97
6833,324800,2017-11-26 13:53:10,435.57
6834,324801,2017-02-15 18:35:07,134.73
6835,324802,2017-02-15 18:50:56,1024.99
6836,324805,2017-02-15 18:52:15,27.98
6837,324810,2017-02-15 18:37:21,492.15
6838,324811,2017-02-15 18:39:55,27.98
6839,324816,2017-02-15 19:26:16,2647.99
6840,324822,2017-02-16 18:34:01,929.99
6841,324824,2017-02-15 19:02:26,34.32
6842,324842,2017-02-15 19:24:29,40.41
6843,324846,2017-02-15 20:05:17,14.98
6844,324855,2017-02-15 19:32:57,174.98
6845,324856,2017-02-15 19:45:19,131.98
6846,324857,2017-02-15 19:39:50,41.98
6847,324864,2017-02-15 19:49:00,355.95
6849,324867,2017-02-15 19:53:43,80.74
6850,324871,2017-02-15 20:02:24,45.37
6851,324879,2017-02-15 20:45:37,79.97
6852,324887,2017-02-15 20:26:12,161.98
6853,324888,2017-02-15 20:27:19,243.98
6854,324891,2017-02-15 20:33:20,106.98
6855,324893,2017-02-15 20:30:43,44.98
6857,324898,2017-02-15 20:43:24,32.99
6858,324906,2017-02-15 21:40:46,18.98
6859,324919,2017-02-15 21:41:17,60.98
6860,324920,2017-02-15 21:47:33,1986.99
6861,324925,2017-02-15 23:43:12,38.98
6862,324934,2017-02-16 00:42:13,248.71
6863,324941,2017-02-15 22:15:02,14.98
6864,324943,2017-02-15 22:25:39,21.98
6865,324944,2017-02-15 23:13:46,229.98
6866,324952,2017-02-15 22:47:06,238.98
6867,324957,2017-02-15 23:15:48,2932.98
6868,324958,2017-02-15 23:17:18,51.98
6869,324962,2017-02-15 23:09:55,322.99
6870,324966,2017-02-16 13:26:25,68.98
6871,324967,2017-02-15 23:19:03,16.73
6872,324969,2017-02-15 23:21:03,18.01
6873,324977,2017-02-15 23:44:50,148.97
6874,324978,2017-02-15 23:38:56,73.98
6875,324980,2017-02-15 23:51:42,71.97
6876,324981,2017-02-16 00:03:28,35.95
6877,324982,2017-02-16 00:05:47,80.74
6878,324986,2017-02-15 23:52:18,81.97
6880,324991,2017-02-16 01:01:19,67.95
6881,324996,2017-02-16 00:58:51,4163.98
6882,324999,2017-02-16 00:25:40,18.98
6883,325007,2017-02-16 01:46:28,38.71
6884,325024,2017-02-16 01:57:57,303.98
6885,325029,2017-02-16 02:42:21,38.98
6886,325030,2017-02-16 02:48:24,22.98
6888,325042,2017-02-16 07:50:17,34.98
6890,325052,2017-02-16 08:44:38,46.98
6891,325055,2017-02-16 09:02:28,440.98
6892,325058,2017-02-16 09:04:22,36.91
6893,325070,2017-02-16 09:28:07,102.46
6895,325077,2017-02-16 10:09:43,149.99
6896,325082,2017-02-16 09:56:42,438.01
6897,325087,2017-02-16 10:06:01,49.98
6898,325093,2017-02-16 10:15:06,26.48
6899,325100,2017-02-16 10:46:35,56.98
6900,325107,2017-02-16 10:57:26,80.74
6901,325112,2017-02-16 10:59:02,1378.0
6903,325115,2017-02-16 11:11:45,33.89
6905,325120,2017-02-16 11:11:18,140.97
6906,325123,2017-02-16 11:16:57,74.98
6907,325124,2017-02-16 11:23:21,101.97
6908,325127,2017-02-16 11:26:48,24.98
6911,325135,2017-02-16 11:28:44,31.98
6912,325140,2017-02-16 11:41:38,90.99
6913,325143,2017-02-16 13:00:02,149.98
6914,325149,2017-02-16 11:52:44,56.71
6915,325150,2017-02-16 12:22:13,43.98
6916,325161,2017-02-16 12:01:51,44.98
6917,325173,2017-02-16 12:23:33,123.95
6918,325183,2017-02-16 12:40:17,83.98
6921,325200,2017-02-16 13:43:29,124.89
6922,325201,2017-02-16 13:22:23,89.42
6923,325202,2017-02-17 11:08:25,89.98
6924,325203,2017-02-16 13:17:47,58.98
6925,325208,2017-02-16 13:17:38,374.83
6926,325210,2017-02-16 13:21:51,25.98
6927,325216,2017-02-16 18:09:53,2518.99
6928,325229,2017-02-16 13:48:37,492.15
6929,325234,2017-02-16 13:54:49,16.97
6931,325241,2017-02-16 14:05:55,80.74
6932,325262,2017-02-16 14:40:21,19.98
6933,325265,2017-02-16 15:11:49,910.95
6934,325270,2017-02-16 15:00:07,21.98
6935,325275,2017-02-16 15:18:42,100.98
6936,325278,2017-02-16 15:23:32,88.97
6938,325290,2017-02-16 15:42:11,65.53
6939,325294,2017-02-16 15:53:18,57.95
6940,325296,2017-02-16 15:56:08,1809.99
6941,325300,2017-02-16 16:07:33,38.98
6942,325306,2017-02-16 16:37:12,165.35
6943,325308,2017-02-16 18:13:57,1378.0
6944,325309,2017-02-16 16:35:45,295.98
6946,325315,2017-02-16 16:48:47,160.97
6947,325316,2017-10-05 10:53:46,83.98
6948,325319,2017-02-16 17:05:40,33.98
6949,325328,2017-02-16 17:25:33,187.97
6950,325331,2017-02-16 17:33:33,47.96
6951,325338,2017-02-16 17:41:53,36.98
6952,325339,2017-02-16 18:54:23,1167.9
6955,325349,2017-02-16 18:34:54,23.98
6956,325355,2017-02-16 18:26:54,32.98
6958,325372,2017-02-16 18:49:21,498.99
6959,325375,2017-02-16 19:00:11,155.99
6960,325379,2017-02-16 19:06:20,36.98
6961,325380,2017-02-16 19:10:36,46.99
6962,325390,2017-02-16 22:26:07,678.3
6964,325395,2017-02-16 19:41:38,47.96
6967,325407,2017-02-16 19:58:21,176.94
6968,325408,2017-02-21 14:25:47,1864.99
6970,325420,2017-02-16 20:27:39,87.94
6971,325427,2017-02-16 22:44:08,80.74
6972,325428,2017-02-16 20:59:29,15.98
6973,325432,2017-02-16 20:58:37,80.74
6974,325433,2017-02-16 21:10:58,64.99
6975,325438,2017-02-16 21:25:25,66.98
6977,325453,2017-02-16 21:59:37,290.88
6978,325462,2017-02-16 22:40:03,1638.89
6979,325463,2017-02-16 22:37:39,116.95
6981,325476,2017-02-16 23:24:18,213.39
6982,325479,2017-02-16 23:42:27,59.05
6984,325490,2017-02-17 14:24:48,68.96
6985,325497,2017-02-17 02:12:44,402.45
6986,325508,2017-02-17 02:21:08,157.98
6987,325510,2017-02-17 03:23:19,30.98
6988,325519,2017-02-17 05:58:04,24.98
6990,325540,2017-02-20 11:15:17,46.97
6991,325541,2017-02-17 09:18:25,29.99
6993,325545,2017-02-17 09:25:22,198.75
6995,325550,2017-02-17 09:38:53,431.98
6996,325552,2017-02-17 09:50:49,33.98
6997,325561,2017-10-19 11:22:06,68.97
6998,325562,2017-02-17 10:08:47,51.17
6999,325563,2017-02-17 10:16:51,159.0
7000,325566,2017-02-17 10:27:45,77.98
7001,325574,2017-02-17 10:55:59,418.97
7002,325580,2017-02-17 11:05:34,49.98
7003,325582,2017-02-17 11:04:43,2281.99
7004,325586,2017-02-17 12:36:39,1259.99
7005,325588,2017-02-17 11:36:41,293.98
7006,325590,2017-02-17 11:26:03,446.11
7007,325596,2017-02-17 11:35:54,36.89
7008,325598,2017-02-17 11:42:07,69.99
7009,325600,2017-02-17 11:42:30,108.38
7010,325613,2017-02-17 12:06:36,26.08
7011,325614,2017-02-17 21:07:25,67.91
7013,325619,2017-02-17 12:19:10,172.98
7014,325621,2017-02-17 12:29:22,67.95
7015,325622,2017-02-17 12:31:35,73.98
7016,325628,2017-02-17 12:35:19,135.83
7017,325630,2017-02-17 12:37:32,22.98
7018,325634,2017-02-17 12:45:14,46.98
7019,325635,2017-02-17 12:46:26,17.99
7020,325637,2017-02-17 12:50:13,53.98
7021,325640,2017-02-17 13:02:22,29.98
7022,325643,2017-02-17 13:09:37,37.98
7023,325649,2017-02-17 14:05:09,51.98
7024,325650,2017-02-17 13:19:17,148.98
7025,325651,2017-02-17 13:22:45,44.98
7026,325656,2017-02-17 13:43:08,74.99
7027,325658,2017-02-17 14:16:30,2821.99
7028,325660,2017-02-17 15:12:27,79.99
7029,325662,2017-02-17 13:52:42,679.15
7030,325668,2017-02-17 14:03:42,429.0
7032,325674,2017-02-17 14:22:25,7.99
7033,325675,2017-02-17 17:17:23,205.99
7034,325680,2017-02-17 14:57:07,49.98
7035,325685,2017-02-17 15:13:49,94.98
7036,325686,2017-02-17 15:13:02,28.23
7037,325689,2017-02-17 17:29:53,10.98
7038,325690,2017-02-17 15:21:46,40.72
7039,325697,2017-02-17 15:49:18,51.98
7040,325698,2017-02-17 16:54:26,58.98
7042,325703,2017-02-17 16:07:53,15.98
7043,325706,2017-02-17 16:11:35,23.98
7044,325707,2017-02-17 16:33:51,21.98
7045,325708,2017-02-17 16:26:29,93.99
7046,325715,2017-02-17 16:49:49,339.15
7047,325717,2017-02-17 16:49:45,36.98
7048,325720,2017-02-17 17:05:44,17.98
7049,325725,2017-02-17 17:39:03,27.99
7050,325726,2017-02-17 17:29:19,42.98
7051,325733,2017-02-17 17:38:39,67.98
7052,325735,2017-02-17 17:38:26,679.15
7053,325736,2017-02-17 17:43:21,134.98
7054,325749,2017-02-17 18:17:41,21.98
7056,325752,2017-02-22 14:02:22,174.98
7057,325755,2017-02-17 18:26:47,33.98
7058,325758,2017-02-17 18:53:14,140.97
7059,325760,2017-02-17 18:52:39,30.48
7060,325767,2017-02-17 19:09:59,125.98
7061,325770,2017-02-17 19:15:48,87.73
7062,325772,2017-02-17 19:29:36,33.43
7063,325773,2017-02-17 19:30:09,74.98
7064,325775,2017-02-17 19:40:05,15.98
7065,325778,2017-02-17 19:42:06,89.98
7066,325779,2017-02-17 20:05:51,184.98
7067,325782,2017-02-17 20:27:11,387.6
7068,325788,2017-02-17 20:42:53,48.99
7069,325799,2017-02-17 21:39:04,42.98
7070,325800,2017-02-17 21:43:42,80.74
7071,325803,2017-02-17 22:02:41,52.98
7073,325806,2017-02-17 22:07:03,103.98
7074,325808,2017-02-17 22:20:57,18.48
7075,325817,2017-02-17 22:52:22,159.96
7076,325829,2017-02-20 09:40:44,286.93
7077,325830,2017-02-17 23:42:14,679.15
7079,325848,2017-02-18 00:37:14,15.98
7080,325857,2017-02-18 01:23:03,56.98
7081,325859,2017-02-18 01:36:05,159.98
7082,325863,2017-02-18 01:46:33,23.98
7083,325866,2017-02-18 03:03:22,64.83
7084,325869,2017-02-18 03:31:54,167.98
7085,325872,2017-02-18 07:23:51,51.98
7086,325877,2017-02-18 08:27:43,356.98
7087,325881,2017-02-18 08:40:09,86.98
7089,325902,2017-02-21 19:52:41,426.98
7091,325904,2017-02-18 10:57:51,87.98
7094,325908,2017-02-18 11:36:12,529.98
7095,325912,2017-02-18 11:13:23,34.98
7096,325920,2017-02-18 11:22:53,192.97
